,fips_code,lim_timestamp,case_5b_prob,date
184935,48043,02-10 15:00:00,0.0,02-10
184936,48043,02-10 16:00:00,0.0,02-10
184937,48043,02-10 17:00:00,0.0,02-10
184938,48043,02-10 18:00:00,0.0,02-10
184939,48043,02-10 19:00:00,0.0,02-10
184940,48043,02-10 20:00:00,0.0,02-10
184941,48043,02-10 21:00:00,0.0,02-10
184942,48043,02-10 22:00:00,0.0,02-10
184943,48043,02-10 23:00:00,0.0,02-10
193680,48045,02-10 00:00:00,0.0,02-10
193681,48045,02-10 01:00:00,0.0,02-10
193682,48045,02-10 02:00:00,0.0,02-10
193683,48045,02-10 03:00:00,0.0,02-10
193684,48045,02-10 04:00:00,0.0,02-10
193685,48045,02-10 05:00:00,0.0,02-10
193686,48045,02-10 06:00:00,0.0,02-10
193687,48045,02-10 07:00:00,0.0,02-10
193688,48045,02-10 08:00:00,0.0,02-10
193689,48045,02-10 09:00:00,0.0,02-10
193690,48045,02-10 10:00:00,0.0,02-10
193691,48045,02-10 11:00:00,0.0,02-10
193692,48045,02-10 12:00:00,0.0,02-10
193693,48045,02-10 13:00:00,0.0,02-10
193694,48045,02-10 14:00:00,0.0,02-10
193695,48045,02-10 15:00:00,0.0,02-10
193696,48045,02-10 16:00:00,0.0,02-10
193697,48045,02-10 17:00:00,0.0,02-10
193698,48045,02-10 18:00:00,0.0,02-10
193699,48045,02-10 19:00:00,0.0,02-10
193700,48045,02-10 20:00:00,0.0,02-10
193701,48045,02-10 21:00:00,0.0,02-10
193702,48045,02-10 22:00:00,0.0,02-10
193703,48045,02-10 23:00:00,0.0,02-10
202440,48047,02-10 00:00:00,0.0,02-10
202441,48047,02-10 01:00:00,0.0,02-10
202442,48047,02-10 02:00:00,0.0,02-10
202443,48047,02-10 03:00:00,0.0,02-10
202444,48047,02-10 04:00:00,0.0,02-10
202445,48047,02-10 05:00:00,0.0,02-10
202446,48047,02-10 06:00:00,0.0,02-10
202447,48047,02-10 07:00:00,0.0,02-10
202448,48047,02-10 08:00:00,0.0,02-10
202449,48047,02-10 09:00:00,0.0,02-10
202450,48047,02-10 10:00:00,0.0,02-10
202451,48047,02-10 11:00:00,0.0,02-10
202452,48047,02-10 12:00:00,0.0,02-10
202453,48047,02-10 13:00:00,0.0,02-10
202454,48047,02-10 14:00:00,0.0,02-10
202455,48047,02-10 15:00:00,0.0,02-10
202456,48047,02-10 16:00:00,0.0,02-10
202457,48047,02-10 17:00:00,0.0,02-10
202458,48047,02-10 18:00:00,0.0,02-10
202459,48047,02-10 19:00:00,0.0,02-10
202460,48047,02-10 20:00:00,0.0,02-10
