Year,Month,Day,Period,1,2,3
2020,5,13,6,8503.7495,7896.529613207332,6506.10922774016
2020,5,13,7,8645.9727,8030.327666719354,5898.868748523782
2020,5,13,8,8984.6144,8407.016491141203,5800.092717642333
2020,5,13,9,9478.8989,8950.989884733488,5839.108928940059
2020,5,13,10,9078.5374,8852.578490072772,6099.183176921575
2020,5,13,11,9405.617200000004,9200.78001654682,7540.89013005365
2020,5,13,12,10436.237,10094.957656644749,9530.58185613262
2020,5,13,13,11805.843400000003,11197.41551224092,11400.283777092154
2020,5,13,14,12701.429,11999.078110326382,12755.2281517304
2020,5,13,15,13466.5695,12766.82269315421,13714.52458559826
2020,5,13,16,14332.913700000006,13509.489403285845,14639.909645784946
2020,5,13,17,14892.9128,13825.166811949268,15369.37711881148
2020,5,13,18,15247.3559,14356.30121118914,16820.6134886748
2020,5,13,19,15088.857300000003,14652.43137671684,17812.702057070157
2020,5,13,20,14570.683,14694.34039405024,19173.00440696819
2020,5,13,21,13965.511100000002,14482.27473396256,19545.74455309459
2020,5,13,22,13139.4055,13835.694576792232,18235.86406879621
2020,5,13,23,11928.799,12560.81755785486,16102.22137821011
2020,5,13,24,11620.5393,11973.333114062052,13905.58635712071
2020,5,14,1,10607.926,11048.767872915192,12450.696078748924
2020,5,14,2,9782.299,9804.636534483425,10261.54859447935
2020,5,14,3,9168.4231,8535.90656306673,8088.292066756712
2020,5,14,4,8709.734100000001,8001.355387387165,6767.174274621865
2020,5,14,5,10762.5553,9436.592884529804,5785.998220834167
2020,5,14,6,10856.7159,9533.705432071964,5174.757588964444
2020,5,14,7,11160.4525,9757.43948706612,4988.790235581886
2020,5,14,8,11703.049199999998,10271.240645537346,5154.48484558793
2020,5,14,9,12076.919899999995,10648.209776452752,5858.512957855547
2020,5,14,10,12187.7896,11186.126266037734,6789.245193352661
2020,5,14,11,14439.090799999994,13075.389941515788,8590.29233220499
2020,5,14,12,16849.49,14353.57797015695,10636.086238017086
2020,5,14,13,19296.067000000006,15833.299986343982,12373.170448658186
2020,5,14,14,21660.98870000001,17243.021501551735,13922.11383770246
2020,5,14,15,23105.6027,18301.20504604645,15549.036150060558
2020,5,14,16,23773.569500000005,19040.44656160316,16731.032935478495
2020,5,14,17,23852.812400000003,19128.490216263814,18320.605420026983
2020,5,14,18,23319.144,18762.37822154493,20361.96070240561
2020,5,14,19,22386.77080000001,18195.46346975412,21675.82573732556
2020,5,14,20,20941.1257,17549.419539102255,23121.43517506124
2020,5,14,21,19269.5642,16663.586668651733,22880.42023777949
2020,5,14,22,17405.230399999997,15452.89799626539,21330.362008252523
2020,5,14,23,15483.059900000004,13991.07377022378,18037.427417508752
2020,5,14,24,14673.952600000002,13204.446066399996,14931.47895593932
2020,5,15,1,13379.8427,12327.5081626677,13430.230675230589
2020,5,15,2,12292.791800000005,11072.187758867294,11252.216312370736
2020,5,15,3,11513.832600000002,10096.007850389731,9163.80139525176
2020,5,15,4,11117.773400000002,9641.323220584176,7575.711441189301
2020,5,15,5,10893.2809,9519.38751063745,6759.207403073242
2020,5,15,6,10929.9644,9559.911095422774,6044.309052117007
2020,5,15,7,11196.948900000005,9759.155251607532,5711.919323631932
2020,5,15,8,11720.1003,10250.117603956003,5755.282671239658
2020,5,15,9,12078.8564,10687.287003176729,6408.856323408844
2020,5,15,10,12186.1848,11213.24512495967,7661.147208792638
